age,sport_licence,niveau_etude,revenu_estime_mois,historique_credits,risque_personnel,score_credit,loyer_mensuel,montant_pret,anciennete_compte_jours,region_Auvergne-Rhône-Alpes,region_Bretagne,region_Corse,region_Hauts-de-France,region_Normandie,region_Occitanie,region_Provence-Alpes-Côte d’Azur,region_Île-de-France,situation_familiale_célibataire,situation_familiale_divorcé,situation_familiale_marié,situation_familiale_veuf
19.0,0,5,3868.0,4.0,0.76,523.0,4528.092,1236.2040979616436,1737.0,0,0,1,0,0,0,0,0,1,0,0,0
66.0,0,6,984.0,2.0,0.16,650.0,10000.0,11470.532842465616,1102.0,1,0,0,0,0,0,0,0,0,0,1,0
56.0,0,1,2510.0,4.0,0.92,505.4,10000.0,17577.104533609498,2110.0,0,0,0,0,0,0,0,1,0,1,0,0
33.0,1,6,907.0,5.0,0.62,574.0,5000.0,500.0,951.0,0,0,0,0,0,1,0,0,1,0,0,0
41.0,0,5,2811.0,3.0,0.84,523.0,10000.0,3319.7338871675097,2264.0,0,0,0,0,1,0,0,0,0,0,0,1
61.0,1,0,2445.0,1.0,0.05,488.0,758.98,500.0,939.0,0,0,0,0,1,0,0,0,1,0,0,0
64.0,1,5,1913.0,3.0,0.35,470.0,1195.2,500.0,2181.0,0,0,0,0,0,1,0,0,0,0,1,0
72.0,1,0,3427.0,4.0,0.45,663.0,3363.5380000000005,500.0,810.0,0,1,0,0,0,0,0,0,0,1,0,0
74.0,1,0,3136.0,3.0,0.18,686.0,5000.0,27252.50561336032,2136.0,0,1,0,0,0,0,0,0,0,0,1,0
26.0,0,2,2294.0,2.0,0.97,509.0,5000.0,11118.924390264356,1895.0,0,0,0,0,1,0,0,0,0,0,1,0
37.0,0,1,2531.0,1.0,0.76,437.0,5000.0,12778.547523953092,431.0,0,0,0,0,0,0,1,0,0,0,1,0
29.0,1,0,2912.0,2.0,0.56,439.0,8000.0,500.0,1775.0,0,0,0,0,1,0,0,0,0,1,0,0
59.0,0,1,3970.0,2.0,0.38,680.8,10000.0,500.0,2273.0,1,0,0,0,0,0,0,0,1,0,0,0
60.0,1,6,4504.0,2.0,0.24,521.8,1312.02,16830.23203191728,1052.0,0,0,0,1,0,0,0,0,0,0,1,0
53.0,0,5,1572.0,3.0,0.65,467.0,4265.334,500.0,1309.0,0,0,0,0,0,0,0,1,0,0,1,0
56.0,0,6,4636.0,4.0,0.26,645.0,838.07,25264.887883286072,2208.0,0,1,0,0,0,0,0,0,1,0,0,0
20.0,0,5,2888.0,5.0,0.41,598.6,672.7,500.0,2136.0,0,0,0,0,0,0,1,0,1,0,0,0
55.0,0,0,3587.0,1.0,0.87,560.0,1025.42,500.0,906.0,0,0,0,0,0,1,0,0,0,0,1,0
35.0,0,5,1623.0,3.0,0.25,589.0,4275.432,18190.006055313752,1115.0,0,0,0,0,0,0,0,1,0,0,1,0
69.0,1,0,1678.0,3.0,0.32,774.0,5000.0,9338.097616995125,1611.0,0,0,0,0,0,0,0,1,0,0,1,0
39.0,1,5,2684.0,2.0,0.52,575.2,10000.0,9805.76370224276,1325.0,0,0,0,0,1,0,0,0,0,0,1,0
61.0,0,6,1090.0,2.0,0.23,613.4,684.99,1576.2752637930944,296.0,0,0,0,1,0,0,0,0,0,0,1,0
47.0,1,6,2451.0,2.0,0.23,753.0,5000.0,28558.640451367977,1667.0,0,0,0,0,0,1,0,0,0,0,1,0
41.0,0,2,4029.0,4.0,0.8,500.0,720.61,12572.690227491412,1703.0,0,0,0,0,0,1,0,0,0,1,0,0
72.0,1,6,2027.0,3.0,0.72,627.2,4169.414,500.0,1703.0,0,1,0,0,0,0,0,0,0,0,0,1
64.0,0,1,2306.0,3.0,0.75,596.0,7143.751999999999,500.0,646.0,0,0,1,0,0,0,0,0,0,0,1,0
56.0,0,0,1842.0,2.0,0.95,450.6,625.85,500.0,323.0,0,0,0,1,0,0,0,0,0,0,1,0
48.0,0,2,5015.0,0.0,0.0,616.2,5000.0,9985.35077290691,687.0,0,0,0,1,0,0,0,0,0,1,0,0
51.0,0,2,2394.0,0.0,0.97,672.4,3331.958,500.0,1470.0,0,0,0,0,0,1,0,0,0,0,1,0
29.0,1,5,2204.0,3.0,0.3,477.2,744.8,5761.273790480219,1432.0,0,0,0,0,0,1,0,0,1,0,0,0
25.0,1,0,1577.0,2.0,0.75,592.2,10000.0,500.0,346.0,0,0,1,0,0,0,0,0,1,0,0,0
56.0,1,6,1485.0,2.0,0.87,606.8,505.17,27264.79719141587,1733.0,1,0,0,0,0,0,0,0,0,0,1,0
57.0,0,5,541.0,4.0,0.73,533.4,5000.0,500.0,805.0,0,0,0,1,0,0,0,0,0,0,0,1
33.0,0,5,1230.0,5.0,0.62,641.8,2859.88,500.0,1134.0,0,0,0,0,1,0,0,0,0,0,1,0
21.0,1,0,998.0,4.0,0.68,740.0,3507.514,7118.7920157160515,2116.0,0,1,0,0,0,0,0,0,1,0,0,0
40.0,0,5,2992.0,4.0,0.65,593.0,1153.2,500.0,324.0,0,0,0,0,0,0,1,0,0,1,0,0
67.0,0,0,3738.0,2.0,0.88,494.2,4348.371999999999,500.0,1436.0,0,0,0,1,0,0,0,0,0,0,1,0
26.0,0,6,2463.0,1.0,0.84,498.2,10000.0,15652.431746675493,916.0,0,0,1,0,0,0,0,0,0,1,0,0
55.0,1,6,2498.0,1.0,0.73,516.8,5000.0,18244.112242171323,1449.0,0,0,0,0,0,1,0,0,0,0,1,0
75.0,1,1,2353.0,5.0,0.44,434.0,887.5,500.0,1880.0,0,0,1,0,0,0,0,0,0,1,0,0
53.0,1,0,3832.0,2.0,0.34,576.6,10000.0,500.0,1753.0,0,0,0,0,1,0,0,0,0,0,1,0
60.0,0,5,1629.0,1.0,0.78,629.0,5230.214,500.0,2000.0,0,0,0,0,0,0,1,0,1,0,0,0
48.0,0,6,3228.0,3.0,0.81,622.4,6183.298,19054.549699421703,840.0,0,1,0,0,0,0,0,0,0,0,1,0
59.0,1,6,3045.0,3.0,0.04,752.0,5000.0,36536.86457934811,1724.0,0,1,0,0,0,0,0,0,0,0,0,1
72.0,1,5,1120.0,2.0,0.17,634.0,6293.412,35070.03909571301,1566.0,0,0,0,0,0,0,0,1,0,0,0,1
48.0,0,2,500.0,2.0,0.45,633.0,639.64,500.0,775.0,0,0,0,1,0,0,0,0,0,1,0,0
53.0,1,0,3211.0,2.0,0.56,503.0,1203.17,13668.834172108887,1395.0,1,0,0,0,0,0,0,0,0,1,0,0
71.0,1,5,3014.0,4.0,0.02,556.6,2571.344,28819.075039984185,300.0,1,0,0,0,0,0,0,0,0,1,0,0
25.0,1,5,2146.0,3.0,0.45,629.0,5132.558,28866.770683524708,1264.0,0,0,0,0,0,0,0,1,1,0,0,0
51.0,0,5,500.0,1.0,0.29,797.0,1064.61,20944.42018948653,943.0,1,0,0,0,0,0,0,0,1,0,0,0
72.0,0,5,1766.0,2.0,0.0,395.0,5000.0,500.0,1919.0,0,0,0,1,0,0,0,0,0,0,1,0
33.0,0,0,4210.0,5.0,0.28,671.4,5000.0,8211.053673623343,1067.0,0,0,0,0,0,0,1,0,1,0,0,0
40.0,0,1,1253.0,2.0,0.9,590.4,926.97,500.0,1981.0,0,1,0,0,0,0,0,0,0,0,1,0
27.0,0,6,1228.0,4.0,0.15,549.0,5000.0,8646.273398883648,1677.0,0,0,0,0,0,1,0,0,0,0,0,1
46.0,0,1,729.0,4.0,0.13,641.0,5000.0,500.0,1552.0,0,1,0,0,0,0,0,0,1,0,0,0
55.0,0,5,2501.0,4.0,0.9,523.6,10000.0,10984.65059846852,1653.0,0,0,0,0,0,0,1,0,0,0,1,0
67.0,0,5,2855.0,3.0,0.16,633.0,5000.0,4359.64553403087,1934.0,0,0,0,0,1,0,0,0,0,1,0,0
38.0,1,1,951.0,3.0,0.75,480.8,5239.798,7460.222932138988,628.0,0,0,0,0,0,0,1,0,0,0,0,1
54.0,1,6,3385.0,3.0,0.62,315.0,1289.53,26351.221685017797,514.0,1,0,0,0,0,0,0,0,1,0,0,0
71.0,1,6,4090.0,3.0,0.43,653.2,4093.0880000000006,16293.3737418524,923.0,0,0,0,1,0,0,0,0,0,0,0,1
53.0,0,1,1591.0,3.0,0.76,331.0,5063.3099999999995,500.0,1416.0,0,0,0,0,0,0,0,1,0,0,1,0
54.0,0,6,665.0,3.0,0.52,523.8,496.96,500.0,1312.0,0,0,0,1,0,0,0,0,0,0,1,0
55.0,0,6,4283.0,2.0,0.39,837.0,10000.0,20718.920188420325,1520.0,0,0,0,1,0,0,0,0,0,0,0,1
51.0,0,2,1979.0,1.0,0.61,596.4,536.04,500.0,999.0,0,0,0,1,0,0,0,0,0,1,0,0
63.0,0,5,1497.0,4.0,0.13,646.0,593.73,19184.122591464125,1862.0,0,0,0,0,1,0,0,0,0,0,1,0
59.0,0,1,1481.0,3.0,0.42,569.4,8000.0,500.0,1283.0,0,0,0,1,0,0,0,0,0,0,0,1
38.0,0,1,1900.0,0.0,0.53,617.0,10000.0,11772.799305081704,556.0,0,0,0,0,0,0,0,1,1,0,0,0
43.0,1,1,1677.0,3.0,0.85,313.0,5447.426,500.0,1290.0,1,0,0,0,0,0,0,0,0,0,1,0
73.0,0,6,1364.0,4.0,0.15,376.0,10000.0,500.0,603.0,0,0,1,0,0,0,0,0,1,0,0,0
46.0,0,2,2472.0,5.0,0.53,517.2,1057.65,500.0,644.0,0,0,0,1,0,0,0,0,0,0,1,0
52.0,0,6,1603.0,0.0,0.39,301.0,6162.868,10321.12867438911,1567.0,0,1,0,0,0,0,0,0,0,0,1,0
38.0,1,1,1848.0,1.0,0.99,580.2,10000.0,4762.554313167681,2145.0,0,0,0,0,0,0,0,1,1,0,0,0
50.0,0,1,2963.0,5.0,0.2,672.0,5271.252,500.0,576.0,0,0,1,0,0,0,0,0,0,1,0,0
38.0,1,5,1022.0,3.0,0.25,481.0,5000.0,500.0,1255.0,0,0,0,0,1,0,0,0,0,0,0,1
48.0,0,2,2341.0,2.0,0.21,421.0,5365.146,1239.2239094890654,1381.0,1,0,0,0,0,0,0,0,0,0,1,0
23.0,0,6,1637.0,2.0,0.29,435.0,5000.0,18234.087159764706,464.0,0,0,0,0,0,1,0,0,0,1,0,0
44.0,0,1,3088.0,2.0,0.39,461.8,5000.0,500.0,332.0,1,0,0,0,0,0,0,0,1,0,0,0
68.0,1,1,2383.0,1.0,0.27,553.0,10000.0,500.0,1689.0,0,0,0,0,0,1,0,0,0,1,0,0
46.0,0,2,2240.0,3.0,0.38,311.0,5000.0,500.0,1674.0,0,0,0,0,0,0,0,1,0,1,0,0
62.0,1,6,540.0,3.0,0.43,620.4,1104.94,1039.9339819451382,1748.0,0,0,1,0,0,0,0,0,0,0,1,0
22.0,0,2,1252.0,3.0,0.15,621.4,10000.0,20810.72186300894,2103.0,0,1,0,0,0,0,0,0,0,0,1,0
22.0,1,0,2341.0,3.0,0.41,547.4,10000.0,500.0,574.0,0,0,0,0,1,0,0,0,0,0,0,1
24.0,1,1,3624.0,1.0,0.59,581.0,3445.136,500.0,1163.0,0,0,0,1,0,0,0,0,0,0,1,0
31.0,1,5,2991.0,2.0,0.56,476.0,741.64,35324.41059405857,2041.0,0,0,0,0,0,1,0,0,0,0,1,0
28.0,0,1,2138.0,2.0,0.42,597.0,5000.0,9348.235706928515,1298.0,0,0,0,0,0,0,1,0,0,0,1,0
20.0,1,1,2025.0,3.0,0.05,747.0,497.74,500.0,776.0,0,0,1,0,0,0,0,0,0,0,1,0
74.0,0,2,1749.0,3.0,0.6,616.2,5235.0,2043.5333763316853,865.0,0,0,1,0,0,0,0,0,1,0,0,0
67.0,0,0,2883.0,4.0,0.12,515.0,4352.842,500.0,1054.0,0,0,0,0,1,0,0,0,1,0,0,0
41.0,1,2,4403.0,3.0,0.83,658.0,10000.0,24102.562178675496,787.0,0,0,1,0,0,0,0,0,1,0,0,0
32.0,1,6,2244.0,1.0,0.35,573.0,1037.24,500.0,2035.0,1,0,0,0,0,0,0,0,0,0,1,0
44.0,1,1,3796.0,2.0,0.47,436.0,5000.0,31449.919874062693,826.0,1,0,0,0,0,0,0,0,0,0,1,0
64.0,0,5,1674.0,1.0,0.2,463.2,568.01,2318.801619269081,2261.0,0,0,0,0,1,0,0,0,0,0,0,1
61.0,1,1,2703.0,2.0,0.14,532.8,5136.683999999999,15318.216047402344,1423.0,0,0,0,0,0,0,1,0,1,0,0,0
41.0,0,6,1274.0,3.0,0.97,494.0,578.78,3279.3898971329018,1590.0,0,0,0,0,0,0,1,0,0,0,1,0
59.0,0,5,3526.0,2.0,0.08,414.4,5000.0,500.0,1788.0,0,0,0,0,0,0,1,0,0,0,1,0
64.0,1,6,5021.0,2.0,0.93,684.6,10000.0,39913.545442220304,1864.0,0,0,0,0,0,1,0,0,1,0,0,0
66.0,1,2,500.0,4.0,0.49,302.0,5000.0,500.0,2074.0,0,0,0,0,0,0,0,1,0,0,1,0
46.0,0,6,1469.0,3.0,0.43,547.6,7000.0,7158.115433295724,2179.0,0,0,0,0,1,0,0,0,1,0,0,0
61.0,1,2,1954.0,4.0,0.04,588.0,5084.12,500.0,1063.0,0,0,0,0,1,0,0,0,0,1,0,0
61.0,0,2,501.0,0.0,0.82,406.4,10000.0,11708.019989648128,334.0,0,0,0,0,0,1,0,0,0,0,1,0
62.0,1,1,500.0,1.0,0.49,644.6,5000.0,500.0,374.0,0,0,0,0,0,0,1,0,0,0,1,0
57.0,1,0,3512.0,1.0,0.59,545.2,1842.0199999999998,500.0,1440.0,0,0,1,0,0,0,0,0,1,0,0,0
56.0,1,0,2264.0,3.0,0.67,643.8,7101.3279999999995,2823.952847574172,2229.0,0,0,0,0,1,0,0,0,1,0,0,0
42.0,1,0,2996.0,4.0,0.21,566.2,632.25,1464.9488789627408,1024.0,0,0,1,0,0,0,0,0,0,0,1,0
53.0,0,0,2323.0,2.0,0.69,688.0,4321.034000000001,500.0,1430.0,0,0,1,0,0,0,0,0,1,0,0,0
49.0,1,6,3051.0,3.0,0.54,651.8,5000.0,29170.63948049445,896.0,0,0,0,0,0,1,0,0,0,0,1,0
49.0,1,5,5122.0,3.0,0.97,655.0,5000.0,3886.3664024043974,1647.0,0,0,1,0,0,0,0,0,0,0,0,1
53.0,0,2,1110.0,4.0,0.24,531.0,4169.896,8418.438728895233,1821.0,0,1,0,0,0,0,0,0,1,0,0,0
27.0,0,1,3103.0,5.0,0.47,640.4,3440.4399999999996,500.0,742.0,0,1,0,0,0,0,0,0,1,0,0,0
40.0,1,2,500.0,0.0,0.31,436.0,10000.0,500.0,668.0,1,0,0,0,0,0,0,0,1,0,0,0
74.0,0,6,2269.0,1.0,0.59,496.2,1036.97,500.0,1455.0,0,0,0,0,1,0,0,0,1,0,0,0
63.0,0,5,1609.0,1.0,0.14,405.0,4294.114,20245.652898120596,308.0,0,0,0,0,0,0,1,0,0,0,1,0
55.0,0,5,2420.0,2.0,0.97,629.6,10000.0,500.0,1923.0,0,0,0,1,0,0,0,0,1,0,0,0
42.0,1,6,3359.0,5.0,0.36,745.0,10000.0,16655.16133744293,852.0,0,0,0,0,0,0,1,0,0,1,0,0
38.0,0,5,2345.0,2.0,0.89,701.0,494.47,14851.425338008568,2253.0,0,0,0,0,0,1,0,0,1,0,0,0
65.0,1,6,1607.0,1.0,0.25,430.0,5000.0,25892.265333001284,1985.0,0,0,0,0,0,0,1,0,0,1,0,0
37.0,1,5,530.0,5.0,0.27,625.0,10000.0,506.1000696557594,1370.0,0,0,0,0,0,1,0,0,1,0,0,0
67.0,0,5,4781.0,3.0,0.8,371.0,10000.0,15607.164153245729,1799.0,1,0,0,0,0,0,0,0,0,1,0,0
18.0,1,6,1794.0,2.0,0.07,658.0,10000.0,500.0,1652.0,0,0,0,0,0,1,0,0,0,0,0,1
46.0,1,2,3868.0,0.0,0.89,658.8,5000.0,24568.552873353263,930.0,0,0,0,0,0,0,0,1,0,1,0,0
18.0,0,1,3546.0,3.0,0.65,354.0,3210.358,18072.25363580136,1429.0,0,1,0,0,0,0,0,0,1,0,0,0
49.0,0,5,1599.0,2.0,0.82,325.0,687.31,5006.963646439597,484.0,0,0,0,0,0,0,0,1,0,0,0,1
43.0,1,6,1951.0,3.0,0.24,347.0,6131.3279999999995,20157.827863254697,1575.0,0,0,0,1,0,0,0,0,0,0,1,0
21.0,1,5,2059.0,5.0,0.1,482.4,5000.0,3308.906439602079,1494.0,0,1,0,0,0,0,0,0,0,0,1,0
33.0,0,0,3714.0,0.0,0.61,550.6,739.09,500.0,1344.0,0,0,0,1,0,0,0,0,0,0,1,0
20.0,1,2,520.0,5.0,0.78,621.0,10000.0,500.0,1464.0,0,0,0,0,0,1,0,0,0,0,0,1
48.0,0,2,2259.0,2.0,0.32,658.0,5230.978,9086.899341730352,1505.0,0,0,0,0,0,1,0,0,0,0,0,1
54.0,1,6,4291.0,1.0,0.91,658.8,5000.0,33001.40029680384,1812.0,1,0,0,0,0,0,0,0,0,0,1,0
42.0,0,5,5458.0,4.0,0.74,633.0,1114.15,15442.104883091608,819.0,0,0,1,0,0,0,0,0,0,0,1,0
23.0,1,0,1792.0,4.0,0.5,594.4,5000.0,6195.706758033911,1761.0,0,0,1,0,0,0,0,0,0,0,0,1
51.0,0,0,1280.0,2.0,0.93,545.4,743.81,500.0,1113.0,0,0,0,1,0,0,0,0,0,0,0,1
61.0,0,6,1077.0,1.0,0.41,436.6,10000.0,4199.379275131533,1059.0,0,0,0,0,1,0,0,0,0,0,1,0
75.0,1,0,1970.0,3.0,0.23,394.0,6216.566000000001,12896.651563774962,2267.0,0,1,0,0,0,0,0,0,0,0,1,0
38.0,1,1,2199.0,1.0,0.52,387.0,5000.0,7622.533229372277,1803.0,0,0,1,0,0,0,0,0,0,1,0,0
23.0,1,5,655.0,2.0,0.93,456.0,5000.0,500.0,1973.0,0,0,0,0,0,0,1,0,1,0,0,0
36.0,0,0,2570.0,2.0,0.26,607.0,10000.0,500.0,1004.0,0,0,0,1,0,0,0,0,0,0,0,1
53.0,0,5,3113.0,1.0,0.99,380.0,5221.376,3080.492487464247,655.0,0,0,0,1,0,0,0,0,0,1,0,0
36.0,1,0,3207.0,3.0,0.96,453.4,1450.28,500.0,1237.0,0,0,0,0,0,0,1,0,1,0,0,0
71.0,1,1,2108.0,3.0,0.05,642.0,445.2,12792.782307631507,769.0,1,0,0,0,0,0,0,0,0,0,1,0
58.0,0,0,2327.0,2.0,0.95,547.4,10000.0,500.0,569.0,0,0,1,0,0,0,0,0,1,0,0,0
36.0,0,6,2187.0,4.0,0.54,636.8,5185.5779999999995,6896.9145384515505,1523.0,0,0,0,0,0,0,0,1,1,0,0,0
46.0,1,6,4478.0,3.0,0.42,544.0,5152.492,28004.97873605136,1053.0,0,0,0,0,0,0,1,0,0,0,1,0
66.0,1,5,1465.0,3.0,0.42,628.0,593.75,23779.541646227535,427.0,0,0,0,0,0,1,0,0,0,0,0,1
23.0,1,6,2008.0,0.0,0.34,609.4,5000.0,39913.545442220304,343.0,0,0,0,0,0,0,1,0,0,0,0,1
25.0,0,5,500.0,5.0,0.94,556.0,774.52,500.0,1883.0,0,0,1,0,0,0,0,0,0,0,1,0
25.0,0,0,3528.0,3.0,0.49,467.6,5000.0,1435.4474349906754,1194.0,0,0,0,1,0,0,0,0,1,0,0,0
26.0,0,6,4044.0,2.0,0.57,632.2,5000.0,20244.96496449784,1104.0,1,0,0,0,0,0,0,0,0,0,0,1
23.0,0,0,2951.0,3.0,0.99,487.0,5000.0,500.0,1391.0,0,0,1,0,0,0,0,0,0,0,1,0
23.0,1,2,500.0,3.0,0.17,465.8,10000.0,500.0,691.0,0,0,0,0,0,1,0,0,1,0,0,0
66.0,0,1,1491.0,2.0,0.65,468.8,10000.0,500.0,1831.0,0,0,0,0,0,0,0,1,1,0,0,0
69.0,0,1,1810.0,3.0,0.91,520.6,7068.924000000001,500.0,474.0,0,0,1,0,0,0,0,0,0,1,0,0
28.0,1,6,1950.0,2.0,0.27,814.0,5000.0,30076.492167758945,2110.0,0,0,0,0,1,0,0,0,0,0,1,0
28.0,0,5,3194.0,2.0,0.97,488.0,1185.33,15675.56939855582,2035.0,0,0,0,1,0,0,0,0,0,0,1,0
58.0,1,1,3272.0,3.0,0.76,653.0,3543.05,18739.434573768805,1053.0,0,1,0,0,0,0,0,0,1,0,0,0
71.0,1,0,4039.0,5.0,0.14,571.4,4283.647999999999,26722.510638917174,805.0,0,0,0,0,1,0,0,0,1,0,0,0
52.0,0,0,1697.0,4.0,0.19,622.0,5000.0,500.0,760.0,0,0,0,0,0,1,0,0,1,0,0,0
38.0,0,1,2053.0,5.0,0.47,396.0,5000.0,4420.722427663023,1467.0,0,0,0,1,0,0,0,0,0,0,1,0
36.0,0,5,5365.0,2.0,0.64,367.0,800.84,5560.780587478581,2194.0,1,0,0,0,0,0,0,0,1,0,0,0
44.0,1,5,1289.0,3.0,0.78,579.6,1223.33,500.0,1113.0,1,0,0,0,0,0,0,0,1,0,0,0
59.0,0,1,4091.0,4.0,0.94,566.0,616.36,3655.505647536223,1660.0,0,0,0,0,0,1,0,0,0,1,0,0
18.0,0,5,1717.0,2.0,0.34,522.6,1064.48,17197.43570202067,936.0,0,0,0,0,0,1,0,0,0,0,1,0
56.0,0,1,4110.0,3.0,0.65,749.0,5000.0,15879.021218319647,1019.0,0,0,0,0,0,1,0,0,1,0,0,0
22.0,0,2,3591.0,3.0,0.88,472.8,8000.0,12081.86465764577,1930.0,0,0,0,0,0,0,0,1,0,1,0,0
70.0,1,5,2887.0,3.0,0.61,555.4,5000.0,500.0,2003.0,0,0,0,0,0,1,0,0,0,0,1,0
66.0,1,5,2610.0,3.0,0.2,510.0,6242.1,11107.077914430149,1325.0,0,0,1,0,0,0,0,0,0,1,0,0
56.0,0,6,2623.0,0.0,0.63,681.0,990.79,35380.09618294562,1099.0,1,0,0,0,0,0,0,0,0,1,0,0
69.0,1,5,3359.0,4.0,0.18,522.0,906.02,28205.740727397675,1619.0,0,0,0,0,1,0,0,0,0,0,1,0
57.0,1,2,4408.0,2.0,0.54,359.0,10000.0,500.0,1117.0,0,0,0,0,0,1,0,0,0,0,1,0
22.0,1,1,3148.0,3.0,0.52,637.2,559.3199999999999,500.0,1947.0,0,0,1,0,0,0,0,0,0,0,0,1
70.0,0,0,4204.0,5.0,0.22,593.0,5000.0,18213.101271004227,623.0,0,0,0,0,1,0,0,0,1,0,0,0
24.0,0,6,2487.0,2.0,0.04,354.0,10000.0,500.0,1332.0,0,0,0,0,0,0,1,0,1,0,0,0
50.0,1,2,1732.0,1.0,0.89,818.0,10000.0,17723.20021809159,814.0,0,0,0,0,0,0,0,1,0,0,1,0
31.0,0,0,2622.0,0.0,0.46,352.0,665.71,6984.706974534388,306.0,0,0,0,0,0,0,0,1,0,0,1,0
41.0,1,0,3134.0,3.0,0.23,377.0,894.34,500.0,356.0,0,0,0,0,0,1,0,0,0,0,0,1
37.0,0,6,2737.0,5.0,0.13,580.0,10000.0,1440.069571905364,2174.0,0,0,0,0,0,0,0,1,0,1,0,0
44.0,1,5,1216.0,5.0,0.72,316.0,10000.0,500.0,985.0,0,0,1,0,0,0,0,0,0,0,1,0
56.0,0,6,2130.0,2.0,0.59,844.0,4374.294,730.8434637470251,1058.0,0,0,0,0,0,0,1,0,1,0,0,0
38.0,0,6,2948.0,2.0,0.91,542.2,929.27,17211.450771728832,640.0,0,1,0,0,0,0,0,0,0,0,0,1
49.0,1,1,1530.0,2.0,0.58,475.2,559.35,500.0,1883.0,0,0,0,0,0,1,0,0,1,0,0,0
34.0,1,1,1828.0,1.0,0.54,603.2,5000.0,500.0,1905.0,0,0,0,0,0,0,0,1,0,1,0,0
72.0,0,2,2302.0,5.0,0.46,765.0,4593.2660000000005,500.0,883.0,1,0,0,0,0,0,0,0,0,0,0,1
29.0,0,1,1590.0,0.0,0.34,477.0,5000.0,500.0,2123.0,0,0,0,0,1,0,0,0,0,1,0,0
52.0,1,5,4509.0,3.0,0.54,556.0,1086.9,39913.545442220304,391.0,1,0,0,0,0,0,0,0,0,0,1,0
34.0,0,5,4143.0,5.0,0.68,466.0,5000.0,2173.539199674299,1245.0,0,1,0,0,0,0,0,0,0,0,1,0
72.0,0,2,3151.0,2.0,0.38,720.0,5000.0,500.0,610.0,0,0,0,1,0,0,0,0,0,0,0,1
19.0,0,6,4733.0,0.0,0.88,578.2,1231.54,20610.18863484644,999.0,0,0,0,0,0,1,0,0,0,0,1,0
28.0,1,5,2820.0,2.0,0.21,649.0,5262.852,14502.031079825532,1512.0,0,0,0,0,0,0,0,1,0,0,1,0
51.0,1,0,4181.0,2.0,0.1,457.0,5273.18,500.0,1154.0,0,0,0,0,1,0,0,0,0,0,1,0
58.0,0,2,3134.0,2.0,0.94,442.4,228.39,500.0,448.0,0,0,0,0,1,0,0,0,0,1,0,0
31.0,1,6,2756.0,4.0,0.39,478.6,303.96,17849.679144678932,2061.0,0,0,0,1,0,0,0,0,1,0,0,0
42.0,1,5,3907.0,2.0,0.66,736.0,5000.0,39913.545442220304,1892.0,0,0,0,0,0,1,0,0,1,0,0,0
25.0,1,1,4420.0,2.0,0.05,715.8,10000.0,22830.529170100373,296.0,0,0,0,1,0,0,0,0,0,0,0,1
67.0,1,2,4080.0,3.0,0.28,606.8,10000.0,31894.085926088992,997.0,1,0,0,0,0,0,0,0,0,0,1,0
62.0,0,2,2968.0,2.0,0.4,640.6,7236.05,12664.435501178286,1350.0,0,0,0,0,1,0,0,0,1,0,0,0
46.0,1,0,2071.0,4.0,0.73,528.0,5000.0,500.0,1315.0,0,0,0,0,0,0,0,1,1,0,0,0
61.0,0,2,1557.0,2.0,0.1,466.0,3506.2799999999997,10755.931244427064,716.0,1,0,0,0,0,0,0,0,0,1,0,0
66.0,0,1,500.0,2.0,0.42,563.2,3447.458,15548.138019379172,1738.0,0,0,0,0,0,0,0,1,0,0,0,1
56.0,0,5,2566.0,2.0,0.48,575.2,5000.0,20237.301576152375,329.0,0,0,0,0,0,0,0,1,0,0,1,0
64.0,1,1,3279.0,5.0,0.3,556.2,9000.0,21833.999417828752,1581.0,0,0,0,0,1,0,0,0,0,0,1,0
34.0,1,5,5338.0,3.0,0.27,661.6,10000.0,39111.97185442146,1949.0,0,0,0,0,0,1,0,0,0,0,1,0
27.0,1,0,3994.0,2.0,0.61,603.0,4117.91,500.0,545.0,0,0,1,0,0,0,0,0,0,1,0,0
25.0,1,6,2037.0,2.0,0.39,466.0,4508.412,36363.72059684359,987.0,0,0,0,0,0,0,0,1,0,0,1,0
44.0,0,6,798.0,3.0,0.2,828.0,857.37,11785.02158142409,1886.0,0,0,0,0,0,0,1,0,0,0,1,0
62.0,1,5,3056.0,0.0,0.92,721.0,6329.218,2778.895441146856,675.0,0,0,0,0,0,0,0,1,0,0,1,0
18.0,0,6,4376.0,2.0,0.16,337.0,3538.8660000000004,17399.931684188447,1814.0,0,0,0,0,0,1,0,0,0,1,0,0
62.0,1,0,4407.0,4.0,0.65,704.0,2469.452,8503.44658404202,1731.0,0,0,0,0,1,0,0,0,0,0,1,0
34.0,1,1,3900.0,5.0,0.46,493.0,3425.0879999999997,20600.912025801503,375.0,0,1,0,0,0,0,0,0,0,0,1,0
47.0,1,5,2512.0,3.0,0.99,493.0,5000.0,500.0,1037.0,0,0,0,0,0,0,1,0,0,1,0,0
59.0,1,6,3408.0,1.0,0.47,559.2,693.69,500.0,2279.0,0,0,0,0,0,1,0,0,0,0,0,1
51.0,1,1,3725.0,2.0,0.76,320.0,10000.0,13422.29100322649,826.0,0,0,0,0,0,1,0,0,0,1,0,0
32.0,1,2,3714.0,3.0,0.5,365.0,5000.0,15973.595824815971,2136.0,0,0,1,0,0,0,0,0,0,0,1,0
